timestamp,user_id,ride_id,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,duration,status,demand,distance
2025-01-10 12:54:48,38eaeec4-e036-4055-b2d8-e1f092e647ad,e18d1219-cf22-44f9-90de-1abe9448f7b5,40.75577071938315,-73.9924967734332,40.61001172734765,-73.93303677855535,28,completed,10,16.948744038935413
2025-01-18 14:00:31,2e371ec8-9f95-41a0-98da-ed5a1c346f1a,c04b844e-9a0a-49d9-9564-69cf773ef28e,40.796267097867066,-73.8363900398755,40.736197004979616,-73.99046519615547,7,completed,3,14.61945743472911
2025-04-06 02:33:26,f70a65e1-a2db-4954-995b-e464f9c88486,55c64553-e207-4631-a379-a6ad4f90c849,40.702142115241344,-73.99203920909484,40.57953506027466,-73.80503466866614,22,cancelled,3,20.871147548577117
2025-03-20 14:36:15,e584946d-e695-4ed6-9dbd-5e25497e7c28,47f6e0a4-3ed1-468d-af37-e3d57493c65c,40.67968361851354,-73.9165427875308,40.84772012831717,-73.77235778986108,10,in-progress,6,22.280495562244603
2025-02-02 23:27:30,a48517f8-ae09-42c7-87f6-c9d99f78f098,0d5e2a16-8ac4-4e35-a7f2-2c64d6073d8f,40.636100206607196,-73.95335615005646,40.882885228882714,-73.89902163646622,7,cancelled,1,27.786687574895094
2025-04-20 23:58:09,46968dc5-9a86-4b33-a77a-2dea9f0ae264,bcd50b2e-ec52-485c-8d8b-2d859b25e74d,40.64359175219385,-73.89681328325631,40.60580834688881,-73.98696486712308,19,in-progress,1,8.705578060198993
2025-01-15 10:28:28,4254eb84-49be-4ca8-8694-2e74454eacc1,21b4d41f-d49e-43c6-b419-3bd644114084,40.88924630559175,-73.88643968683749,40.72081625250929,-73.7511786007241,24,cancelled,9,21.91160113001568
2025-01-06 07:48:31,f0d45870-f942-44b7-80f8-9612af776e4a,133333c2-6ff8-45f7-b85c-0483baef0146,40.57691543610267,-73.97913345535288,40.76450532742708,-73.7680794977634,7,completed,1,27.42982283734528
2025-01-29 10:07:45,ba86e0d3-f5d1-412d-b6d2-8b06660ceb46,f33b746e-fc50-4d9c-ba42-eddfd79bea23,40.65205049001567,-73.86397690928948,40.8336441706563,-73.95120377085317,16,completed,10,21.469416185863196
2025-02-03 13:32:10,ad077b9c-f9e7-4c4a-a23a-9473503396b6,f53a7f97-ad4a-481a-9894-5754f4d1fd20,40.606791128819644,-73.71900362368625,40.759214154098636,-73.8172606982999,10,in-progress,3,18.8545222753056
